gene,ACC,BLCA,BRCA,CESC,CHOL,COAD,DLBC,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,READ,SARC,SKCM,STAD,TGCT,THCA,THYM,UCEC,UCS
ABCC8,-0.8762000903842762,-0.7732499981514569,0.35702936190286705,-2.934330888628632,0.3730166518885769,-1.505925004204141,0.2015174628464519,-0.5899492045342662,-2.7764533908564584,-0.1627817292286406,-0.37940362342706696,-0.2704993419307107,-0.5108060755654408,-0.0907924988841541,-0.6688651997448112,-0.02540751635335231,-2.74269984895734,-3.0976558209214247,-1.1540718577685023,0.15574335807700113,3.2900598341469203,-0.9926258847950549,-1.6444669423614984,-0.400310716464343,-0.4425224939753943,-2.8411673562671425,-1.025361549168077,-2.3107705837889276,1.092194550187346,-1.8707635164195302,-1.0431828649303798
ABCC9,-0.9144706882164251,-1.8980047741192194,-1.6643582682621576,-2.984471750701191,-2.461973345844252,-1.8188879147507113,0.3019987350091209,-2.00511945411261,0.1816419774529141,0.08286501646777966,-0.9863662495891636,0.17340992237123576,-0.7305512147347893,-0.2155369803491184,0.7941517332840231,-1.276523283075238,-1.1089797559543717,-1.576877221712893,-2.2415805734706598,0.6664182022446108,-0.5458722644915641,-0.9319914037030836,-1.8369817040244167,0.7276245419209122,-1.8298106710777193,0.2646570546417395,0.051762885523798485,-1.8145976534847277,0.35146551461097214,-3.7656296178049122,-3.3365798375331415
ABCC10,-0.0674847729125494,0.6297631038987626,0.03885953167267653,-0.4659532631051144,2.442140626178114,0.12173034878928135,1.0370887017856774,0.1649865025693522,-0.3279314394332502,0.7567156137660942,-1.138109194673099,0.04273767515150029,0.6641392612863184,0.21746544877312424,-0.20825791669144644,0.4231521093066082,0.10128161898069798,-0.004430680978032342,-1.3915836370859216,0.7892465034145606,0.4036525707961456,-1.140110186124014,0.09586271648059963,0.7596242812104914,0.37800066358094586,0.21621230871518016,0.4871983779446749,-0.8482426340770011,1.7394704828929317,-0.12667669454045694,-0.25827603501030794
ABCC11,-0.016791125960859493,-0.017113638755925115,1.8947890598161092,0.10259908206905019,-0.9199747709988721,0.08583019170713531,0.0191415182216201,0.2279573573299925,-0.07314565261152028,0.1074312562221319,-0.015689722931040595,-0.0293900132629136,-0.027213562959058496,0.0470718788027568,0.12718762585892096,-0.2481951192549836,0.10086970765330651,0.1392058817829929,0.1024543346038648,0.10351303558668651,-0.0900262395276456,0.3056026476505813,0.0737771657181284,-0.08536913129262301,0.2602873201717736,0.178110197412235,-2.595412373502493,0.28445049312893833,0.26056349532504797,0.09385220476083811,0.1207594910807682
ABCD4,-0.8406872958333524,-0.030430399634733263,-1.0507299144305158,-1.2016742735692718,0.4045003191284158,-0.6121077961540289,1.6887108726154345,-0.6286132483718738,0.482146011433227,0.43194647519146123,-0.9488972657611763,0.20039722098983592,0.07293826888835042,1.5291291615927562,0.5929868705385877,-0.04273981092404355,-0.6996268762630722,-0.8908972667227575,-1.8207552512756502,1.1439589572046396,-0.405899409721,-0.8168296873001797,-0.8000390445989982,-0.051812963619740415,-0.3901007887945136,-0.06774942582771182,0.28604037372938684,-0.8967863789735118,2.6258063471023196,-0.8842937448277004,-1.1464918249301963
ABCG1,-1.9457014324517194,-0.1770591288634158,0.5947559215382965,0.9010343691134048,1.6740603221189048,0.2895770055091966,1.6450905410248873,0.6856348919778741,0.8214910683035672,1.0859647380860014,1.921296626747378,1.5247791216852127,0.8285741113564078,3.00357600262254,1.478949184594557,0.8201538409000249,-1.0086768216512887,-0.6739964821210993,0.7100670658814225,3.1755329124044094,-0.06633854756791369,0.8227570224982479,0.4118140763851863,1.1955338245297402,-1.0946894875806072,0.5906806766452681,1.1072602919175187,0.05244930108284729,2.2956559760100346,1.4545756154392828,1.048753472274095
ABCG2,-0.2528972968931402,-0.7285031547745575,-0.9301507583944721,-3.3520957001266707,-2.390370651877851,-0.6601169094930892,0.173052362809764,0.2814920687928706,0.5955082012862114,-0.02886529607625765,0.06711880805434767,0.6587857931210708,-0.6983361506008812,0.3544220419940676,1.2159826011883368,-0.026059057590205104,-0.5020844468586445,-0.7560929064666024,-1.5345841355784335,0.9452085632428364,-0.5641025850444517,-0.6208299956619905,-0.40423187350619993,0.4315462836738566,0.19993039175455424,0.5960671778354236,0.26801164605956895,-0.36938825626682315,0.6783745146424971,-3.2967483232026598,-3.2571169220847147
ABCG4,-0.14881298370046017,-0.009333724943117586,-0.06975692966060901,-0.3768803537870375,0.017360857471382003,-0.2666467033742914,0.035432887480717004,-0.40165060766348265,-1.9293955516680965,-0.1808765166602177,-0.025951614181954907,-0.028169861055100887,-0.07614032622512609,-0.07745604403205132,-1.824581463095055,-0.0304275730798339,-0.11661132678910549,-0.0716372719617665,0.4400102447030151,0.10672876036734939,1.4397390561668282,-0.329663897380146,-0.2880201874589548,0.08560427346514268,-0.10564187058544111,-0.03389585745280302,-2.9540155428539117,-0.24618521748774735,0.6397818719509717,-0.5184407838086258,-0.2891999326269007
ABCG5,-0.046796957760295105,0.015632156852178503,-0.014593389759446393,-0.030707995786901796,-4.016844803761274,0.127198829689151,0.01614263596903696,0.0943059663192885,-0.06644143877750569,0.001535794781624602,-0.13463284415194762,-0.069805425778809,0.07846960908823389,0.032963286247274445,-0.050023473123904996,-0.8634243997181352,-0.0243610386878898,-0.004525164390176105,0.021401355406788294,0.09699135811314011,-0.2451283990365408,-0.0289367524339156,0.07567336101890751,-0.0370904843139844,0.0723195349549848,0.2983845636499359,0.07209094638244656,-0.0614946669505374,0.03206343675334512,-0.013093097022397804,0.0022969082990726974
ABCG8,-0.04679166406558013,-6.43768606409953e-11,-0.0007975240849514009,-5.3528616834700716e-11,-4.3230451774387,0.0467510052778808,-1.2823005713410383e-09,0.07481465588161781,-0.15381189073643314,-1.799753904877979e-10,-0.10569130541699118,-0.1692596270347934,0.003594685531062,0.03227157706733218,-0.1376075959618545,-0.23299118450402734,-5.035890635867869e-10,0.016911295216300158,0.1376927220101518,0.0909576950013903,-0.07760091805263769,-1.734690710382461e-10,0.0161206226654656,-0.015569624425702812,-6.392117321284556e-11,0.21357096645077978,-0.0492771291684828,-7.228692164078129e-12,-1.3484013559996746e-09,-0.0125465154810095,0.0628405414384211
ABHD2,-0.41320930593902894,-0.3448679151387033,1.0826169106314838,0.5065229954012165,0.026320148577071656,1.5254589420571927,-1.0230650652704507,2.010566123336945,0.8592636654874353,0.371577389067522,2.2028547069070754,-0.3464070565007864,-0.1593547976498293,1.0512810380020872,1.1806128956194977,-0.24938025140626863,0.3166677284093744,0.03185630815583185,-0.7857120332670573,1.8135859063697413,-0.4906736788314845,1.676951741157291,1.5185545147144492,0.971666282235879,0.613110783377897,1.653621512126481,-2.906375386561762,-0.07869133112481208,-0.5282903844090252,-0.9193809976584215,-1.291964915027942
ABHD3,-0.3749974388004347,0.47936718867596406,0.596665159629171,0.6635327264637221,1.8321582451016636,0.13888144833054383,0.5216517314053792,1.3291262668470853,0.8961307017094189,0.6952634166973852,2.0328698986395017,-0.6196456379157849,-0.23025765198683512,1.3750350981774906,0.5376154032738172,0.5467723115610039,0.014570709495961509,0.29448480543119615,-1.0463095000429572,1.6301131048108055,1.0126986390735717,0.026428873123687247,0.14867629760010725,0.5076353271097549,0.42307620864738205,0.7972289211218908,0.14560380734989797,0.025714915251020543,0.22976354201786497,0.028542976146801458,-0.8105667999379289
ABHD6,-0.05181396456701304,-0.5880499064161433,-1.1487212048107196,-0.4597570440153098,-2.772653752435313,-0.5947620249487766,1.0068501628041728,-0.010245272713479192,0.04136424815856543,0.2501230301061548,0.7567603537245402,0.42307884967936005,0.7796378842296683,1.2244319690960226,1.1276929510765652,-0.41240575429351223,-0.8365652601267901,-0.6506146457933286,-0.6510126425735836,1.550313039212448,-0.62093062213305,-0.5126748106054322,-0.45557191528724594,-1.4501637195224157,-0.40708925201817436,0.2864510355701948,0.19802768112911462,-0.5429540265465924,0.6095389098187429,-1.260393192498809,-1.44016473945667
ABHD12,0.5370112985099729,0.8229873265285894,0.9915192237134649,0.3890880925020257,1.9049821429966975,0.9840438414444153,2.6538268182415257,0.7057446232245939,0.21676992481951185,0.27117278101969067,0.7226723723215427,0.2675963364181584,0.4243547492209423,0.8856933060237724,0.1920317629267272,1.5338510524696636,0.609990505256798,0.3319199552943335,0.7337142303745159,0.5206358939039601,0.9170032168112119,0.6509995448452592,1.3177538592052285,0.8735368345603263,0.7780596824892463,0.826969317888655,1.1621361092612945,0.015755956032050378,2.4991433179995237,0.9902243390310046,0.7251525329173045
ABHD17A,0.1923530622296914,0.34338732630954194,-0.4862987928628426,-0.605292128827136,1.6096119390928618,-0.5112937629791725,0.4300141550060044,-0.18587698907184347,-0.6068624120852721,0.16874700920881924,0.03909682969669159,0.6840871219797888,0.18698120847940558,0.07277769596646255,-0.6666807330653848,0.34571290770657637,-0.9493385126908969,-0.7767194842201981,-0.22497858267696635,1.0990105307036524,0.590173447583938,-0.143625229998678,-0.7574130701342332,0.9602920264682027,-0.3291388463976288,0.3624246252845724,-0.1751654214195577,-0.5247823705433818,0.7057787562164286,-0.5993946170596871,-0.6578080297844568
ABHD17B,-0.07875100543994362,-0.5127700290057899,-0.014597398197090161,0.011611193724127666,0.2911648467746071,0.5678300392590181,1.1167705042735592,0.846218068623211,0.20436783765113642,-0.08491781673249932,-0.4015555356194338,-0.1951401009197249,-0.16609106627064785,1.4650289718097622,0.5075815724627049,0.10566712560837477,-0.1987442314732113,0.23840015880973286,-0.1680010046465643,1.3563407595952226,0.41299024876130863,0.43271439035591275,0.7251065143095143,0.37605381678070016,-0.21927322865193988,0.8220578467512225,-1.1331724354880075,-0.6198644484908171,1.9865424222307002,-0.2648284231144369,-0.23953457968779812
ABHD17C,0.2568419343924031,0.44773786333905363,1.619476843314577,3.2663948735093045,2.4986865515801524,2.8588281808211287,2.3840433780972203,2.9836498390147423,0.9804486532907535,0.11172289929651935,0.7140823988945209,-1.7521399725401867,-0.9465969527826608,2.3067123686105626,1.118749042831296,0.5966151647088036,0.5843807186642884,0.7122750652455485,2.470395246897321,3.4909128678966534,-0.3259744108204945,0.953688379772661,3.259280721340491,-0.4965515860180769,-0.5666545287913216,2.4821914793382414,-0.20797079996176482,0.9465917005533555,1.6258994369708533,1.7963594914163985,1.2766431944406034
ABRA,-0.0758665963250999,-0.10040664161696469,-0.04855928021889021,-0.3218415554764929,-5.050056186284965e-10,-0.0763549457365566,-0.015422452310976458,-0.11427455452459481,-0.04981128038795479,-0.465404438158133,-0.016855775224023702,0.0158168652707381,0.0369991621518757,0.46934443191599273,-0.049520649605522805,-3.5679957016052494e-10,-0.1307948312425132,-0.1370934876645425,-0.015404033002457202,0.0014402759245660986,-0.0614324546786365,-0.0763868692553275,-0.0901331879995164,-0.1117665705879547,-0.0611189778502808,-0.025050887450097203,-2.0677633150012897,-0.1283514243110283,0.00047161152482120064,-0.1958392122965754,-0.23156225146171172
ABTB1,-1.3092179552601015,-0.8922318297801635,-1.5097247914392362,-1.5228309138937268,1.4196983438785598,-1.4642023304161098,-2.1763057756655275,-1.3599237485622053,-1.3804327837972323,1.0595621916006897,-1.1741110064605849,0.2168301493794429,-0.2810079290667309,3.4158750953244446,-1.3457219077012033,0.20442576032340165,-1.676549823717675,-1.8505994239293813,-1.8685715618849255,1.359144379122632,0.171260787304937,-1.1056606304332828,-1.608716772159215,0.041158561653540815,-0.8452161472684665,-0.6699572265982212,-0.277055316465761,-1.2875276871285104,-1.4978797708848344,-2.0434028215093187,-2.529607743369599
ACE,-0.40563761158557377,-0.0284808352762842,-0.11176363525348298,-0.7184986631981887,2.950606321622365,0.9008824845377013,2.75063488038073,1.7052493239226583,1.541741803609626,0.5647519096230935,-0.5208825703676019,1.720749986668904,0.30859623431559235,0.2585064966284487,-0.14629506444497098,0.9835549065879053,-1.1089648206081826,-1.7888046254703722,1.571589142754793,2.8669801022716808,3.6121861732295297,-0.34501965781229593,0.9506809115671495,-0.3966764245902459,-0.5328596320367462,2.2950691975049535,-2.7177770834240595,-0.4106499573893325,1.5603748918842324,0.5138816193797311,0.5978788936996939
